Id,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,SalePrice
951,TA,TA,No,ALQ,398,BLQ,149,317,864,1,0,1,0,3,1,Gd,5,Detchd,1980.0,RFn,2,720,TA,TA,129000
952,TA,TA,No,BLQ,641,Unf,0,187,828,1,0,1,0,3,1,TA,6,Detchd,1979.0,Unf,1,300,TA,TA,119900
953,Gd,TA,Av,GLQ,660,Unf,0,108,768,0,1,1,0,2,1,TA,5,Detchd,1974.0,Fin,1,396,TA,TA,133900
954,TA,TA,Av,ALQ,562,LwQ,193,29,784,0,1,2,1,4,1,TA,7,Attchd,1969.0,RFn,2,530,TA,TA,172000
955,Gd,Gd,Gd,GLQ,945,Unf,0,0,945,0,2,2,0,4,0,TA,4,,,,0,0,,,127500
956,Gd,TA,No,Rec,484,Unf,0,495,979,0,0,2,0,4,2,TA,8,Attchd,1946.0,Unf,2,492,TA,TA,145000
957,Gd,TA,No,ALQ,285,Unf,0,276,561,0,0,1,1,2,1,TA,5,Attchd,1980.0,Fin,2,462,TA,TA,124000
958,TA,TA,No,Rec,417,Unf,0,640,1057,0,0,1,0,3,1,TA,6,Detchd,1977.0,Fin,2,576,TA,TA,132000
959,Gd,TA,Mn,GLQ,699,Unf,0,638,1337,1,0,2,0,3,1,Gd,6,Attchd,2003.0,RFn,2,531,TA,TA,185000
960,Gd,TA,No,ALQ,604,Unf,0,92,696,1,0,2,1,3,1,Gd,6,Detchd,1999.0,Unf,2,484,TA,TA,155000
961,TA,TA,Gd,BLQ,696,Unf,0,162,858,1,0,1,0,2,1,TA,4,,,,0,0,,,116500
962,Gd,Gd,No,ALQ,896,Unf,0,434,1330,1,0,2,1,4,1,TA,11,Attchd,1977.0,Fin,2,619,TA,TA,272000
963,Gd,TA,No,ALQ,556,Unf,0,248,804,1,0,2,1,3,1,Gd,7,Detchd,1976.0,Unf,2,440,TA,TA,155000
964,Ex,TA,No,Unf,0,Unf,0,1800,1800,0,0,2,0,2,1,Ex,7,Attchd,2007.0,Fin,2,702,TA,TA,239000
965,Gd,TA,No,GLQ,624,Unf,0,193,817,1,0,2,1,4,1,Gd,8,BuiltIn,2002.0,Fin,2,510,TA,TA,214900
966,Gd,TA,No,Unf,0,Unf,0,783,783,0,0,2,1,3,1,Gd,8,Attchd,2005.0,Fin,2,393,TA,TA,178900
967,TA,Fa,No,Rec,428,Unf,0,300,728,1,0,1,1,2,1,TA,7,Detchd,1940.0,Unf,1,256,TA,TA,160000
968,TA,TA,No,ALQ,902,Unf,0,196,1098,1,0,1,0,3,1,TA,6,Attchd,1955.0,Unf,1,260,TA,TA,135000
969,TA,TA,No,Unf,0,Unf,0,600,600,0,0,1,0,2,1,TA,6,,,,0,0,,,37900
970,TA,TA,Gd,ALQ,513,Unf,0,75,588,1,0,1,0,2,1,TA,6,Attchd,1958.0,RFn,1,264,TA,TA,140000
971,TA,TA,No,Unf,0,Unf,0,720,720,0,0,1,1,4,1,TA,6,,,,0,0,,,135000
972,Gd,TA,No,GLQ,567,Unf,0,197,764,0,0,2,0,2,1,Gd,6,BuiltIn,2003.0,RFn,2,474,TA,TA,173000
973,Gd,TA,No,Unf,0,Unf,0,918,918,0,0,2,0,2,1,TA,5,Attchd,1979.0,Unf,1,264,TA,TA,99500
974,Gd,TA,No,Unf,0,Unf,0,1428,1428,0,0,2,0,3,1,Gd,6,Attchd,2007.0,Fin,2,480,TA,TA,182000
975,Gd,TA,No,Unf,0,Unf,0,728,728,0,0,1,0,3,1,Gd,8,Detchd,1997.0,Unf,2,532,TA,TA,167500
976,Gd,TA,No,GLQ,641,Unf,0,32,673,1,0,2,1,3,1,Gd,6,Detchd,2000.0,Unf,2,490,TA,TA,165000
977,Gd,TA,No,Unf,0,Unf,0,440,440,0,0,1,0,2,1,Fa,4,,,,0,0,,,85500
978,Gd,TA,No,GLQ,1106,Unf,0,135,1241,1,0,1,1,1,1,Gd,4,Attchd,2007.0,Fin,2,569,TA,TA,199900
979,TA,TA,No,LwQ,552,Unf,0,342,894,0,0,1,0,3,1,TA,5,Detchd,1999.0,Unf,2,400,TA,TA,110000
980,TA,TA,No,Rec,651,Unf,0,470,1121,1,0,1,0,3,1,TA,5,Detchd,1963.0,Unf,2,480,TA,TA,139000
981,TA,TA,Av,ALQ,867,Unf,0,77,944,1,0,1,0,3,1,Ex,6,Attchd,1961.0,RFn,2,588,TA,TA,178400
982,Gd,TA,No,GLQ,854,Unf,0,371,1225,1,0,2,1,4,1,Gd,8,Attchd,1998.0,Fin,3,676,TA,TA,336000
983,Gd,TA,Av,Unf,0,Unf,0,1266,1266,0,0,2,0,2,1,Gd,6,Attchd,2007.0,Fin,2,388,TA,TA,159895
984,Gd,TA,Mn,Unf,0,Unf,0,1128,1128,0,0,2,1,4,1,Gd,9,Attchd,2002.0,Unf,2,779,TA,TA,255900
985,,,,,0,,0,0,0,0,0,2,0,4,2,Gd,8,Attchd,1977.0,Unf,2,539,TA,TA,126000
986,TA,TA,No,ALQ,1040,Unf,0,124,1164,1,0,1,0,3,1,TA,5,Detchd,1950.0,Unf,1,240,TA,TA,125000
987,TA,Fa,No,Unf,0,Unf,0,485,485,0,0,1,0,2,1,Gd,5,Attchd,1950.0,Unf,1,255,Fa,TA,117000
988,Ex,TA,Av,GLQ,1646,Unf,0,284,1930,1,0,2,1,3,1,Ex,8,Attchd,2010.0,Fin,3,606,TA,TA,395192
989,TA,TA,No,LwQ,156,Unf,0,692,848,0,0,2,1,4,1,Gd,8,Attchd,1976.0,Fin,2,551,TA,TA,195000
990,Gd,Gd,No,Unf,0,Unf,0,770,770,0,0,2,1,3,1,Gd,6,Attchd,2006.0,RFn,2,614,TA,TA,197000
991,Gd,TA,No,GLQ,1074,Unf,0,322,1396,1,0,2,1,3,1,Gd,7,Attchd,1997.0,Fin,3,870,TA,TA,348000
992,TA,TA,No,BLQ,216,Unf,0,700,916,0,0,1,1,4,1,Gd,8,Attchd,1925.0,Unf,2,424,TA,TA,168000
993,TA,TA,Gd,BLQ,536,Rec,117,169,822,0,0,2,1,3,1,Gd,7,Attchd,1964.0,RFn,2,440,TA,TA,187000
994,Gd,TA,No,Unf,0,Unf,0,750,750,0,0,2,1,3,1,Gd,6,Attchd,2005.0,RFn,2,564,TA,TA,173900
995,Ex,TA,Gd,GLQ,1172,Unf,0,528,1700,1,0,2,0,3,1,Ex,7,Attchd,2008.0,Fin,3,786,TA,TA,337500
996,TA,TA,No,ALQ,384,Unf,0,363,747,1,0,1,1,3,1,TA,5,Detchd,1946.0,Unf,1,305,TA,TA,121600
997,TA,TA,No,Rec,915,Unf,0,135,1050,1,0,1,0,3,1,TA,6,Attchd,1961.0,Unf,1,368,TA,TA,136500
998,TA,TA,No,Unf,0,Unf,0,1442,1442,0,0,2,0,2,1,TA,6,Attchd,1970.0,RFn,2,615,TA,TA,185000
999,TA,Fa,No,Unf,0,Unf,0,1007,1007,0,0,1,0,3,1,TA,6,Detchd,1922.0,Unf,1,210,TA,Fa,91000
1000,Gd,TA,Av,GLQ,686,Unf,0,501,1187,1,0,2,0,2,1,Gd,6,Attchd,2006.0,RFn,2,632,TA,TA,206000
1001,,,,,0,,0,0,0,0,0,1,0,2,1,Fa,4,Detchd,1956.0,Unf,2,528,TA,Fa,82000
1002,Fa,TA,No,Unf,0,Unf,0,691,691,0,0,1,0,2,1,Ex,4,Detchd,1920.0,Unf,1,216,Fa,TA,86000
1003,Gd,TA,No,GLQ,24,Unf,0,1550,1574,0,0,2,0,3,1,Gd,7,Attchd,2006.0,RFn,3,824,TA,TA,232000
1004,TA,TA,No,Unf,0,Unf,0,1680,1680,0,0,2,0,4,2,TA,8,Detchd,1976.0,Unf,2,528,TA,TA,136905
1005,Gd,TA,No,GLQ,16,Unf,0,1330,1346,0,0,2,0,1,1,Gd,7,Attchd,2005.0,Fin,2,457,TA,TA,181000
1006,Gd,Gd,Av,GLQ,595,Unf,0,390,985,0,0,2,0,3,1,TA,6,Attchd,1977.0,Unf,1,328,TA,TA,149900
1007,Gd,TA,No,LwQ,1237,Unf,0,420,1657,0,1,2,0,3,1,TA,7,Attchd,1970.0,Unf,2,484,TA,TA,163500
1008,TA,TA,No,BLQ,273,LwQ,273,0,546,0,0,1,1,3,1,TA,6,Attchd,1970.0,RFn,1,286,TA,TA,88000
1009,Ex,TA,Mn,Unf,0,Unf,0,1710,1710,0,0,2,0,3,1,Gd,7,Attchd,2004.0,Fin,2,550,TA,TA,240000
1010,TA,TA,No,Unf,0,Unf,0,1008,1008,0,0,2,0,4,1,TA,7,,,,0,0,,,102000
1011,TA,TA,No,Unf,0,Unf,0,720,720,0,0,2,0,4,1,TA,7,Attchd,1948.0,Unf,1,312,TA,TA,135000
1012,,,,,0,,0,0,0,0,0,2,0,4,2,TA,8,,,,0,0,,,100000
1013,TA,Fa,No,Unf,0,Unf,0,602,602,0,0,1,1,3,1,Gd,7,Detchd,1923.0,Unf,1,180,TA,TA,165000
1014,TA,TA,No,ALQ,247,Rec,465,310,1022,1,0,1,0,2,1,TA,4,Detchd,1956.0,Unf,1,280,TA,TA,85000
1015,TA,Fa,No,BLQ,336,Unf,0,746,1082,0,0,1,0,2,1,TA,5,Detchd,1948.0,Unf,1,240,TA,TA,119200
1016,Gd,TA,No,GLQ,643,Unf,0,167,810,1,0,2,1,3,1,Gd,6,Attchd,2001.0,Fin,2,528,TA,TA,227000
1017,Gd,TA,Gd,GLQ,690,Unf,0,814,1504,1,0,2,0,3,1,Gd,6,Attchd,1996.0,Fin,2,478,TA,TA,203000
1018,Gd,TA,Av,GLQ,1036,Unf,0,184,1220,1,0,1,0,1,1,Gd,4,Attchd,1984.0,RFn,2,565,TA,TA,187500
1019,Gd,TA,No,Unf,0,Unf,0,384,384,0,0,2,1,3,1,Gd,7,Attchd,1991.0,RFn,2,402,TA,TA,160000
1020,Gd,TA,Gd,GLQ,16,Unf,0,1346,1362,0,0,2,0,2,1,Gd,6,Attchd,2005.0,Fin,2,440,TA,TA,213490
1021,Gd,TA,No,GLQ,1024,Unf,0,108,1132,1,0,1,1,2,1,Gd,5,Attchd,2005.0,Fin,2,451,TA,TA,176000
1022,Gd,TA,Av,GLQ,684,Unf,0,515,1199,1,0,2,0,2,1,Gd,6,Attchd,2006.0,RFn,2,632,TA,TA,194000
1023,TA,TA,No,LwQ,324,Unf,0,588,912,0,0,1,0,2,1,TA,6,Detchd,1957.0,Unf,1,160,Fa,Fa,87000
1024,Gd,Gd,No,GLQ,16,Unf,0,1330,1346,0,0,2,0,2,1,Gd,7,Attchd,2005.0,Fin,2,437,TA,TA,191000
1025,Gd,TA,Av,ALQ,1165,LwQ,400,0,1565,1,0,2,0,2,1,Gd,10,Attchd,1976.0,Fin,2,665,TA,TA,287000
1026,TA,TA,No,LwQ,138,Rec,468,276,882,1,0,1,0,3,1,TA,5,Detchd,1980.0,Unf,2,461,TA,TA,112500
1027,TA,TA,No,Rec,697,Unf,0,571,1268,1,0,1,0,3,1,TA,6,Attchd,1960.0,Unf,2,461,TA,TA,167500
1028,Gd,TA,Gd,GLQ,1513,Unf,0,125,1638,1,0,2,0,3,1,Gd,7,Attchd,2008.0,RFn,3,800,TA,TA,293077
1029,TA,TA,No,Rec,368,BLQ,41,359,768,1,0,1,0,3,1,TA,6,Attchd,1941.0,Unf,1,240,TA,TA,105000
1030,TA,TA,No,BLQ,317,Unf,0,355,672,0,1,1,1,3,1,TA,7,Detchd,1972.0,Unf,1,264,TA,TA,118000
1031,TA,TA,Mn,Unf,0,Unf,0,686,686,0,0,2,0,5,2,TA,10,,,,0,0,,,160000
1032,TA,TA,No,GLQ,523,Unf,0,301,824,1,0,2,1,5,1,TA,12,Basment,1970.0,Fin,2,672,TA,TA,197000
1033,Gd,Gd,No,GLQ,1012,Unf,0,326,1338,1,0,2,1,5,1,Gd,10,Attchd,1993.0,RFn,3,796,TA,TA,310000
1034,Gd,TA,No,GLQ,986,Unf,0,668,1654,1,0,2,0,3,1,Gd,6,Attchd,2002.0,Unf,3,900,TA,TA,230000
1035,Fa,Fa,No,Unf,0,Unf,0,920,920,0,0,1,0,2,1,Fa,5,Basment,1938.0,Unf,1,240,Fa,TA,119750
1036,,,,,0,,0,0,0,0,0,1,0,3,1,TA,5,Detchd,1957.0,Unf,1,290,TA,TA,84000
1037,Ex,TA,Gd,GLQ,1022,Unf,0,598,1620,1,0,2,0,2,1,Ex,6,Attchd,2008.0,Fin,3,912,TA,TA,315500
1038,Gd,TA,No,Unf,0,Unf,0,1055,1055,0,0,2,1,3,1,Gd,7,BuiltIn,2001.0,Fin,2,905,TA,TA,287000
1039,TA,TA,No,Unf,0,Unf,0,546,546,0,0,1,1,3,1,TA,6,,,,0,0,,,97000
1040,Gd,TA,Av,GLQ,509,Unf,0,121,630,1,0,1,0,1,1,TA,3,Attchd,1970.0,Unf,1,286,TA,TA,80000
1041,TA,TA,No,Rec,168,BLQ,682,284,1134,1,0,2,0,3,1,TA,8,Attchd,1957.0,RFn,2,484,TA,TA,155000
1042,TA,TA,No,GLQ,400,Rec,64,336,800,0,1,1,1,4,1,Gd,7,Attchd,1966.0,Unf,2,484,TA,TA,173000
1043,Gd,TA,Av,ALQ,900,Unf,0,406,1306,1,0,2,0,1,1,Gd,5,Attchd,2005.0,RFn,2,624,TA,TA,196000
1044,Gd,TA,No,GLQ,1085,Unf,0,390,1475,1,0,2,1,4,1,Gd,10,Attchd,1990.0,Unf,2,514,TA,TA,262280
1045,Gd,TA,No,ALQ,1104,Unf,0,1420,2524,1,0,2,1,4,1,Gd,9,Attchd,1981.0,Fin,2,542,TA,TA,278000
1046,,,,,0,,0,0,0,0,0,2,0,4,1,TA,8,Attchd,1955.0,Unf,2,452,TA,TA,139600
1047,Ex,TA,Av,GLQ,240,Unf,0,1752,1992,0,0,3,1,4,1,Ex,11,BuiltIn,2005.0,Fin,3,716,TA,TA,556581
1048,Gd,TA,No,GLQ,686,Unf,0,304,990,0,1,1,0,3,1,TA,5,Detchd,1996.0,Unf,2,672,TA,TA,145000
1049,,,,,0,,0,0,0,0,0,1,0,3,1,TA,9,Attchd,1960.0,Unf,2,336,TA,TA,115000
1050,,,,,0,,0,0,0,0,0,1,0,2,1,Gd,6,Detchd,1946.0,Unf,1,308,TA,TA,84900
1051,Gd,TA,Av,Unf,0,Unf,0,1302,1302,0,0,2,0,3,1,Gd,6,Attchd,2007.0,Fin,2,436,TA,TA,176485
1052,Gd,TA,Av,Unf,0,Unf,0,1316,1316,0,0,2,0,3,1,Gd,6,Attchd,2007.0,Fin,2,440,TA,TA,200141
1053,TA,TA,No,Rec,442,Unf,0,374,816,0,1,1,1,4,1,TA,9,Attchd,1964.0,RFn,2,540,TA,TA,165000
1054,TA,TA,Av,Rec,383,Unf,0,833,1216,0,0,1,0,4,1,TA,7,Basment,1957.0,Unf,1,364,TA,TA,144500
1055,Gd,TA,Mn,GLQ,932,Unf,0,133,1065,1,0,2,1,3,1,Gd,7,Attchd,2002.0,Fin,2,586,TA,TA,255000
1056,Gd,TA,No,ALQ,644,Unf,0,549,1193,0,1,2,0,3,1,TA,7,Attchd,1976.0,Fin,2,478,TA,TA,180000
1057,Gd,TA,Av,GLQ,659,Unf,0,705,1364,1,0,2,0,2,1,Gd,6,Attchd,2005.0,RFn,2,484,TA,TA,185850
1058,Gd,TA,No,GLQ,595,Unf,0,378,973,0,0,2,1,3,1,Gd,7,BuiltIn,1994.0,Fin,2,467,TA,TA,248000
1059,Ex,TA,Av,GLQ,936,Unf,0,168,1104,1,0,2,1,3,1,Ex,10,Attchd,2008.0,Fin,3,836,TA,TA,335000
1060,TA,TA,Mn,Rec,297,LwQ,557,0,854,0,0,1,1,3,1,TA,7,Detchd,1977.0,Unf,2,432,TA,Fa,220000
1061,Gd,TA,Mn,GLQ,616,Unf,0,722,1338,1,0,2,0,2,1,Gd,6,Attchd,2001.0,Fin,2,582,TA,TA,213500
1062,TA,TA,No,Unf,0,Unf,0,894,894,0,0,1,0,2,1,TA,6,Detchd,1994.0,RFn,3,1248,TA,TA,81000
1063,TA,TA,No,Unf,0,Unf,0,662,662,0,0,2,0,5,2,TA,10,Detchd,1945.0,Unf,2,560,TA,TA,90000
1064,TA,TA,No,BLQ,397,Unf,0,706,1103,0,0,1,0,2,1,Gd,5,Detchd,1976.0,Unf,2,440,TA,TA,110500
1065,TA,TA,Mn,BLQ,740,Rec,230,184,1154,0,0,1,1,3,1,TA,6,Attchd,1966.0,RFn,2,480,TA,TA,154000
1066,Ex,TA,Gd,GLQ,1201,Unf,0,105,1306,1,0,2,1,3,1,Gd,7,Attchd,1996.0,RFn,2,533,TA,TA,328000
1067,Gd,TA,No,Unf,0,Unf,0,799,799,0,0,2,1,3,1,TA,7,Attchd,1993.0,RFn,2,380,TA,TA,178000
1068,TA,TA,Gd,GLQ,674,LwQ,106,0,780,1,0,1,1,4,1,TA,7,Attchd,1964.0,RFn,2,442,TA,TA,167900
1069,Gd,TA,No,ALQ,837,Unf,0,105,942,1,0,2,1,5,1,TA,10,Attchd,1973.0,Fin,2,576,TA,TA,151400
1070,TA,TA,No,ALQ,220,Unf,0,625,845,0,1,1,0,2,1,Gd,4,Detchd,1985.0,Unf,2,576,TA,TA,135000
1071,TA,TA,No,BLQ,586,Unf,0,462,1048,1,0,1,0,3,1,TA,6,Attchd,1956.0,Unf,1,286,TA,TA,135000
1072,TA,TA,No,Rec,298,Unf,0,429,727,0,0,1,1,4,1,TA,8,Attchd,1968.0,Unf,2,441,TA,TA,154000
1073,Fa,Fa,Mn,Unf,0,Unf,0,810,810,1,1,1,0,4,1,TA,7,Detchd,1954.0,Unf,1,280,TA,TA,91500
1074,TA,TA,No,BLQ,535,Unf,0,155,690,0,0,1,1,3,1,TA,6,Attchd,1977.0,Fin,2,440,TA,TA,159500
1075,Gd,TA,Av,Unf,0,Unf,0,1240,1240,0,0,2,0,2,1,Gd,5,Attchd,2006.0,RFn,3,826,TA,TA,194000
1076,TA,TA,No,BLQ,410,Unf,0,390,800,0,0,1,1,3,1,TA,6,Attchd,1940.0,Unf,1,240,TA,TA,219500
1077,Fa,TA,No,ALQ,626,Unf,0,170,796,0,1,2,0,3,1,Gd,7,Attchd,1950.0,Unf,2,566,TA,TA,170000
1078,TA,TA,Mn,BLQ,75,Rec,791,230,1096,1,0,1,0,3,1,TA,6,Attchd,1969.0,Fin,1,299,TA,TA,138800
1079,Gd,TA,Mn,GLQ,662,Unf,0,186,848,1,0,1,0,1,1,Gd,3,Attchd,2004.0,RFn,2,420,TA,TA,155900
1080,Gd,TA,No,GLQ,495,Unf,0,495,990,0,0,1,0,3,1,TA,5,Attchd,1996.0,Unf,1,299,TA,TA,126000
1081,TA,TA,No,ALQ,656,Unf,0,602,1258,0,1,2,0,3,1,Gd,5,Attchd,1971.0,RFn,2,528,TA,TA,145000
1082,TA,TA,No,ALQ,824,Unf,0,216,1040,1,0,1,1,3,1,TA,5,Attchd,1963.0,Fin,1,308,TA,TA,133000
1083,Gd,TA,No,Unf,0,Unf,0,1459,1459,0,0,2,0,3,1,Gd,6,Attchd,2002.0,RFn,2,527,TA,TA,192000
1084,TA,TA,No,BLQ,553,Unf,0,698,1251,1,0,1,0,3,1,TA,6,Attchd,1964.0,RFn,1,461,TA,TA,160000
1085,Gd,TA,No,ALQ,592,Unf,0,99,691,0,0,2,1,3,1,TA,6,Attchd,1995.0,Fin,2,409,TA,TA,187500
1086,Gd,TA,Av,GLQ,747,Unf,0,189,936,1,0,1,0,2,1,Gd,5,Attchd,1992.0,Unf,2,564,TA,TA,147000
1087,TA,TA,No,BLQ,334,Unf,0,212,546,0,0,1,1,3,1,TA,6,Attchd,1973.0,RFn,1,286,TA,TA,83500
1088,Gd,TA,Mn,Unf,0,Unf,0,1082,1082,0,0,2,1,3,1,Gd,9,Attchd,2005.0,RFn,3,1043,TA,TA,252000
1089,Gd,TA,No,Unf,0,Unf,0,970,970,0,0,2,0,3,1,Gd,7,Detchd,2004.0,Unf,2,380,TA,TA,137500
1090,Gd,TA,No,GLQ,1039,Unf,0,208,1247,1,0,1,1,1,1,Gd,4,Attchd,2005.0,Fin,2,550,TA,TA,197000
1091,,,,,0,,0,0,0,0,0,2,0,2,2,TA,6,Detchd,1987.0,Unf,2,400,TA,TA,92900
1092,Gd,TA,No,BLQ,510,Unf,0,90,600,1,0,2,1,2,1,Gd,4,Detchd,1999.0,Unf,2,462,TA,TA,160000
1093,TA,TA,No,Rec,423,Unf,0,758,1181,0,0,2,0,4,1,TA,7,Detchd,1925.0,Unf,2,576,TA,TA,136500
1094,TA,TA,Mn,GLQ,661,Unf,0,203,864,1,0,1,1,1,1,Gd,6,Detchd,1977.0,Unf,2,884,TA,TA,146000
1095,TA,TA,No,BLQ,248,Rec,240,448,936,1,0,1,0,2,1,TA,4,Attchd,1956.0,Fin,1,308,TA,TA,129000
1096,Gd,TA,No,GLQ,24,Unf,0,1290,1314,0,0,2,0,3,1,Gd,6,Attchd,2006.0,RFn,2,440,TA,TA,176432
1097,TA,TA,No,Unf,0,Unf,0,684,684,0,0,1,1,3,1,Gd,7,,,,0,0,,,127000
1098,Gd,TA,No,Unf,0,Unf,0,1074,1074,0,0,1,1,2,1,Gd,5,Attchd,1987.0,RFn,2,461,TA,TA,170000
1099,TA,TA,No,BLQ,672,Unf,0,0,672,0,0,1,0,3,1,TA,6,Detchd,1936.0,Unf,1,240,TA,TA,128000
1100,Gd,TA,No,ALQ,704,Unf,0,567,1271,0,0,2,0,3,1,TA,7,Attchd,1978.0,RFn,2,478,TA,TA,157000
1101,TA,Fa,No,Rec,290,Unf,0,0,290,0,0,1,0,1,1,Fa,3,Detchd,1930.0,Unf,1,246,TA,TA,60000
1102,TA,TA,No,BLQ,412,LwQ,287,251,950,0,0,1,0,3,1,TA,5,Detchd,1981.0,Unf,1,280,TA,TA,119500
1103,TA,TA,No,Rec,588,Unf,0,422,1010,0,0,1,0,2,1,TA,6,Attchd,1960.0,RFn,1,254,TA,TA,135000
1104,TA,TA,Mn,ALQ,655,Unf,0,0,655,0,1,1,0,3,1,TA,6,BuiltIn,1954.0,Fin,2,539,TA,TA,159500
1105,TA,TA,No,Unf,0,Unf,0,630,630,0,0,2,1,3,1,TA,6,Detchd,1970.0,Unf,2,440,TA,TA,106000
1106,Ex,TA,Av,GLQ,1032,Unf,0,431,1463,1,0,2,1,3,1,Gd,9,Attchd,1994.0,RFn,2,712,TA,TA,325000
1107,Gd,TA,Mn,GLQ,738,Unf,0,172,910,1,0,2,0,3,1,Gd,6,Attchd,1990.0,Fin,2,719,TA,TA,179900
1108,Ex,Gd,No,Unf,0,Unf,0,868,868,0,0,2,1,3,1,Gd,9,BuiltIn,2006.0,RFn,2,422,TA,TA,274725
1109,Gd,TA,No,Unf,0,Unf,0,924,924,0,0,2,1,3,1,TA,7,Attchd,2000.0,RFn,2,463,TA,TA,181000
1110,Ex,TA,Mn,GLQ,1039,Unf,0,797,1836,1,0,2,0,3,1,Gd,7,Attchd,2004.0,Fin,3,862,TA,TA,280000
1111,Gd,TA,No,GLQ,219,Unf,0,554,773,1,0,2,1,3,1,TA,8,Attchd,1995.0,Fin,2,431,TA,TA,188000
1112,TA,TA,No,ALQ,403,Unf,0,400,803,0,0,2,1,4,1,TA,8,Attchd,1976.0,RFn,2,483,TA,TA,205000
1113,TA,TA,No,GLQ,708,Unf,0,108,816,1,0,1,0,2,1,TA,5,Detchd,1957.0,Unf,1,308,TA,TA,129900
1114,TA,TA,No,BLQ,643,Unf,0,365,1008,1,0,1,0,2,1,Gd,6,Attchd,1953.0,Unf,1,240,TA,TA,134500
1115,TA,TA,No,Rec,415,Unf,0,418,833,0,0,1,0,2,1,Gd,4,Detchd,1955.0,Unf,1,326,TA,TA,117000
1116,Ex,TA,No,GLQ,1004,Unf,0,730,1734,1,0,2,0,3,1,Ex,7,Attchd,2007.0,RFn,3,928,TA,TA,318000
1117,Gd,TA,No,GLQ,353,Unf,0,55,408,1,0,2,1,3,1,Gd,7,BuiltIn,2002.0,Fin,2,527,TA,TA,184100
1118,TA,TA,No,BLQ,702,Unf,0,192,894,1,0,1,0,3,1,Gd,5,Attchd,1967.0,RFn,2,450,TA,TA,130000
1119,TA,TA,No,Unf,0,Unf,0,533,533,0,1,1,0,3,1,TA,6,BuiltIn,1958.0,RFn,1,300,TA,TA,140000
1120,TA,TA,No,LwQ,369,Unf,0,671,1040,0,0,1,0,3,1,TA,6,Attchd,1959.0,RFn,1,286,TA,TA,133700
1121,TA,TA,No,Unf,0,Unf,0,1012,1012,0,0,1,0,2,1,TA,6,Detchd,1920.0,Unf,1,308,TA,TA,118400
1122,Gd,TA,Av,GLQ,24,Unf,0,1528,1552,0,0,2,0,3,1,Gd,7,Attchd,2005.0,RFn,3,782,TA,TA,212900
1123,TA,TA,No,Unf,0,Unf,0,672,672,0,0,1,0,3,1,TA,5,Basment,1956.0,Unf,1,288,TA,TA,112000
1124,TA,TA,No,Unf,0,Unf,0,698,698,0,1,1,0,2,1,TA,4,,,,0,0,,,118000
1125,Gd,TA,No,Unf,0,Unf,0,384,384,0,0,2,1,3,1,Gd,7,Attchd,1992.0,Fin,2,392,TA,TA,163900
1126,TA,TA,No,Unf,0,Unf,0,1005,1005,0,0,1,0,2,1,Fa,5,Detchd,1977.0,Unf,2,672,Fa,Fa,115000
1127,Gd,TA,No,Unf,0,Unf,0,1373,1373,0,0,2,0,2,1,Gd,7,Attchd,2007.0,Fin,3,660,TA,TA,174000
1128,Gd,TA,Av,GLQ,1300,Unf,0,230,1530,1,0,2,0,3,1,Gd,7,Attchd,2004.0,Fin,3,630,TA,TA,259000
1129,Gd,TA,Av,Unf,0,Unf,0,847,847,0,0,2,1,4,1,Gd,8,BuiltIn,2004.0,Fin,2,434,TA,TA,215000
1130,Gd,TA,Gd,GLQ,936,Unf,0,0,936,1,0,1,0,2,1,TA,4,Detchd,1980.0,Unf,2,672,TA,TA,140000
1131,TA,TA,No,BLQ,622,Unf,0,500,1122,1,0,2,0,4,1,Gd,7,Detchd,1981.0,Unf,2,576,TA,TA,135000
1132,Gd,TA,Mn,BLQ,212,Unf,0,762,974,0,0,1,0,3,1,TA,5,,,,0,0,,,93500
1133,TA,TA,Mn,Unf,0,Unf,0,1008,1008,0,0,2,0,5,1,Fa,8,Detchd,1930.0,Unf,1,205,Fa,TA,117500
1134,Gd,TA,No,GLQ,584,Unf,0,544,1128,0,0,2,1,3,1,Gd,8,Attchd,1995.0,RFn,2,466,TA,TA,239500
1135,Gd,TA,Av,Unf,0,Unf,0,916,916,0,0,2,1,3,1,TA,7,Attchd,1997.0,Fin,2,460,TA,TA,169000
1136,TA,TA,No,Unf,0,Unf,0,960,960,0,0,1,0,2,1,TA,5,Detchd,1926.0,Unf,1,180,TA,TA,102000
1137,TA,TA,No,BLQ,280,Unf,0,752,1032,0,0,1,0,3,1,TA,6,Attchd,1950.0,Unf,1,288,TA,TA,119000
1138,TA,TA,No,Unf,0,Unf,0,780,780,0,0,1,0,2,1,TA,6,,,,0,0,,,94000
1139,TA,TA,Gd,ALQ,1567,Unf,0,0,1567,1,0,2,0,2,1,Gd,5,Attchd,1977.0,RFn,2,714,TA,TA,196000
1140,TA,TA,No,BLQ,645,Unf,0,270,915,0,0,1,0,3,1,TA,6,Detchd,1972.0,Unf,2,495,TA,TA,144000
